strap,transaction_date,sales_cd,sales_cd_dscr,price
R0001526,2017-09-28,U,unqualified,774000
R0001529,1991-09-03,Q,qualified,117500
R0001529,1992-01-06,Q,qualified,134500
R0001529,1998-08-26,Q,qualified,215000
R0001529,2001-05-15,Q,qualified,350000
R0001533,2002-07-01,U,unqualified,432500
R0001533,2007-06-26,Q,qualified,616900
R0001533,2011-07-20,Q,qualified,543000
R0001533,2016-02-29,Q,qualified,840000
R0001533,2017-12-11,Q,qualified,1112700
R0001534,1975-07-02,Q,qualified,42500
R0001534,1979-07-23,Q,qualified,72500
R0001534,1999-06-28,U,unqualified,232000
R0001534,2024-06-21,Q,qualified,965000
R0001535,2010-03-30,Q,qualified,650000
R0001542,1982-10-04,U,unqualified,124000
R0001542,1992-05-07,U,unqualified,139000
R0001542,1997-09-29,U,unqualified,285000
R0001543,1993-12-02,Q,qualified,239000
R0001544,1990-04-09,U,unqualified,190000
R0001544,1997-04-21,Q,qualified,350000
R0001544,2009-06-05,Q,qualified,900000
R0001544,2011-03-07,Q,qualified,875000
R0001545,2001-07-02,U,unqualified,570000
R0001545,2017-10-31,U,unqualified,1950000
R0001546,1996-11-13,U,unqualified,372000
R0001546,1998-06-08,U,unqualified,350000
R0001547,2015-07-01,U,unqualified,1275000
R0001548,1973-06-05,U,unqualified,17000
R0001548,1997-08-04,U,unqualified,412900
R0001551,1989-10-05,Q,qualified,86500
R0001551,1999-11-15,U,unqualified,215000
R0001551,2000-11-14,Q,qualified,305000
R0001551,2005-11-15,Q,qualified,405000
R0001556,1980-08-20,Q,qualified,45000
R0001556,2002-06-21,U,unqualified,300000
R0001556,2020-02-07,Q,qualified,1280000
R0001558,1992-08-03,U,unqualified,280000
R0001558,2012-05-31,Q,qualified,1499900
R0001562,1978-05-09,U,unqualified,20000
R0001562,1984-03-22,Q,qualified,85500
R0001562,1984-03-22,U,unqualified,4500
R0001562,1992-05-04,Q,qualified,94000
R0001562,2004-03-09,U,unqualified,291000
R0001562,2004-03-31,U,unqualified,291000
R0001564,1974-02-21,Q,qualified,118300
R0001569,1988-07-12,U,unqualified,113000
R0001569,1989-03-01,Q,qualified,115000
R0001569,1989-03-01,U,unqualified,264800
R0001573,1982-05-14,U,unqualified,154000
R0001573,1984-03-12,Q,qualified,125000
R0001573,1990-07-19,Q,qualified,89600
R0001584,1973-11-23,U,unqualified,27000
R0001584,1987-10-02,Q,qualified,133500
R0001584,1996-02-27,U,unqualified,38900
R0001584,2000-05-24,U,unqualified,8000
R0001584,2010-02-19,Q,qualified,630000
R0001584,2021-06-01,Q,qualified,1212500
R0001584,2024-07-08,Q,qualified,1660000
R0001587,1982-10-07,U,unqualified,78400
R0001587,1983-12-02,U,unqualified,95000
R0001588,2013-06-21,U,unqualified,497000
R0001588,2013-11-24,U,unqualified,625000
R0001588,2015-11-13,Q,qualified,800000
R0001610,1979-07-31,U,unqualified,185000
R0001614,1985-10-01,P,pending qualification,86000
R0001614,1990-10-03,Q,qualified,93800
R0001615,2005-04-12,Q,qualified,521000
R0001615,2006-06-06,Q,qualified,670000
R0001618,1977-08-29,U,unqualified,150000
R0001618,1981-12-14,U,unqualified,300000
R0001618,1991-04-04,U,unqualified,550000
R0001618,2011-09-16,U,unqualified,3200000
R0001623,1974-08-07,Q,qualified,27000
R0001623,1990-08-02,U,unqualified,99900
R0001623,2002-05-28,U,unqualified,27900
R0001623,2002-07-09,U,unqualified,655000
R0001623,2017-10-12,Q,qualified,996000
R0001624,1976-05-20,Q,qualified,53000
R0001624,1998-05-01,U,unqualified,220000
R0001624,2004-09-17,Q,qualified,485000
R0001624,2008-09-09,Q,qualified,580000
R0001626,2017-08-21,Q,qualified,755000
R0001629,1972-06-16,U,unqualified,24500
R0001630,1983-12-02,Q,qualified,108000
R0001630,1995-08-31,Q,qualified,292000
R0001630,2005-04-06,Q,qualified,470000
R0001630,2023-09-18,Q,qualified,1136300
R0001630,2023-11-17,Q,qualified,1136300
R0001633,1980-10-03,Q,qualified,220000
R0001633,1988-09-06,Q,qualified,200000
R0001633,1991-01-07,Q,qualified,309000
R0001634,1975-10-30,Q,qualified,25500
R0001634,1984-09-11,Q,qualified,86500
R0001635,2019-11-05,Q,qualified,1925000
R0001637,1977-06-02,Q,qualified,43000
R0001637,1979-10-23,Q,qualified,115000
R0001637,1989-07-07,Q,qualified,133000
R0001641,1992-01-07,Q,qualified,145000
R0001641,2002-02-25,U,unqualified,584000
R0001641,2006-09-01,Q,qualified,1108300
R0001652,2011-10-14,Q,qualified,675000
R0001655,1985-08-26,U,unqualified,166900
R0001655,1992-09-02,U,unqualified,271500
R0001655,1993-08-18,U,unqualified,370000
R0001655,2012-04-25,Q,qualified,950000
R0001656,1997-07-21,U,unqualified,1100
R0001656,2016-06-01,U,unqualified,863000
R0001656,2018-07-17,Q,qualified,3200000
R0001658,1997-09-12,Q,qualified,217000
R0001658,1998-06-04,Q,qualified,235000
R0001658,2001-07-27,Q,qualified,369000
R0001661,1999-04-20,Q,qualified,695000
R0001661,1999-11-02,Q,qualified,805000
R0001661,2001-06-15,Q,qualified,1150000
R0001661,2002-06-24,Q,qualified,947000
R0001662,1996-12-23,U,unqualified,293000
R0001662,2024-07-10,P,pending qualification,2900000
R0001664,1977-12-23,Q,qualified,62500
R0001664,1984-06-21,Q,qualified,136000
R0001664,1999-08-25,U,unqualified,195000
R0001730,1979-10-16,Q,qualified,92500
R0001730,1987-07-21,Q,qualified,106500
R0001730,1989-08-21,Q,qualified,106500
R0001730,2005-12-15,Q,qualified,464000
R0001731,1986-12-31,U,unqualified,115000
R0001731,1997-08-27,U,unqualified,460000
R0001731,2004-05-25,U,unqualified,776000
R0001731,2014-07-18,Q,qualified,2600000
R0001737,1975-03-10,U,unqualified,46000
R0001737,2014-11-10,U,unqualified,1530000
R0001741,1996-10-16,U,unqualified,16500
R0001741,1996-11-27,Q,qualified,233000
R0001741,2014-05-26,Q,qualified,688800
R0001752,1971-01-27,U,unqualified,22000
R0001752,2014-04-22,Q,qualified,575000
R0001753,1996-12-19,U,unqualified,213800
R0001753,2007-05-01,U,unqualified,965000
R0001754,1990-04-16,U,unqualified,299000
R0001754,1990-09-18,U,unqualified,162500
R0001759,1975-02-07,U,unqualified,76000
R0001759,1989-05-26,U,unqualified,260000
R0001759,1991-05-13,U,unqualified,272900
R0001760,1985-04-25,Q,qualified,145000
R0001760,2002-05-23,U,unqualified,580000
R0001763,1988-04-06,Q,qualified,278000
R0001763,1990-04-04,Q,qualified,265000
R0001769,1974-03-13,P,pending qualification,33500
R0001769,1977-02-28,Q,qualified,42500
R0001773,1972-07-13,Q,qualified,42000
R0001773,1996-07-17,Q,qualified,350000
R0001773,2013-07-19,U,unqualified,727500
R0001773,2014-11-03,U,unqualified,2550000
R0001773,2021-07-12,Q,qualified,4200000
R0001781,1976-06-17,U,unqualified,35500
R0001781,1997-08-26,U,unqualified,248800
R0001781,2006-05-31,Q,qualified,1025000
R0001784,2005-12-15,Q,qualified,475000
R0001785,1989-06-21,U,unqualified,235000
R0001786,1991-12-09,U,unqualified,125000
R0001786,1992-07-24,U,unqualified,130000
R0001786,1992-11-25,U,unqualified,26300
R0001786,1993-04-07,Q,qualified,383500
R0001786,2008-07-14,U,unqualified,1056000
R0001786,2014-03-25,U,unqualified,1150000
R0001786,2018-06-05,Q,qualified,1800000
R0001788,2016-02-01,U,unqualified,991000
R0001789,1997-08-22,U,unqualified,420000
R0001789,2017-06-27,U,unqualified,1450300
R0001791,1995-08-21,U,unqualified,250000
R0001791,1996-05-16,Q,qualified,393700
R0001791,2006-06-19,Q,qualified,975000
R0001793,1973-11-19,Q,qualified,30000
R0001793,1977-08-11,Q,qualified,64900
R0001793,2001-08-03,U,unqualified,425000
R0001793,2006-05-01,Q,qualified,625000
R0001793,2014-10-03,Q,qualified,710000
R0001793,2018-12-04,Q,qualified,925625
R0001793,2020-11-10,Q,qualified,1025000
R0001793,2024-01-22,Q,qualified,1275000
R0001796,1986-08-22,U,unqualified,90000
R0001796,1992-12-22,U,unqualified,170000
R0001796,2008-04-10,Q,qualified,785000
R0001797,1985-05-15,Q,qualified,200000
R0001799,1980-11-20,Q,qualified,110000
R0001801,2000-06-01,Q,qualified,429000
R0001809,1975-06-03,U,unqualified,46000
R0001810,1976-10-12,U,unqualified,66000
R0001819,1999-05-25,Q,qualified,475000
R0001819,2000-11-08,Q,qualified,640000
R0001819,2006-06-08,U,unqualified,896000
R0001819,2014-06-25,Q,qualified,1062500
R0001819,2017-09-29,Q,qualified,1350000
R0001823,1993-09-01,Q,qualified,425000
R0001823,1994-06-16,Q,qualified,475000
R0001823,1999-09-10,Q,qualified,675000
R0001823,2001-03-20,Q,qualified,850000
R0001823,2009-12-11,Q,qualified,850000
R0001823,2015-09-30,Q,qualified,1325000
R0001824,1976-11-10,Q,qualified,57000
R0001824,1993-03-18,Q,qualified,188000
R0001824,1997-07-31,Q,qualified,214000
R0001824,2011-07-29,U,unqualified,489000
R0001824,2023-11-13,Q,qualified,1470000
R0001826,1998-07-17,U,unqualified,231000
R0001826,1999-08-17,Q,qualified,369900
R0001826,1999-08-17,U,unqualified,235000
R0001826,2003-01-31,Q,qualified,440000
R0001826,2005-09-19,U,unqualified,429000
R0001826,2006-06-26,U,unqualified,522500
R0001826,2023-04-25,Q,qualified,1188500
R0001827,1976-01-15,Q,qualified,18000
R0001831,1985-10-02,U,unqualified,105000
R0001831,1993-03-11,U,unqualified,207000
R0001831,1995-09-25,U,unqualified,268400
R0001831,2011-06-23,Q,qualified,625600
R0001831,2021-08-16,Q,qualified,1260000
R0001832,1978-12-21,Q,qualified,113000
R0001832,1981-03-23,Q,qualified,147000
R0001832,1991-07-23,Q,qualified,183000
R0001832,2023-09-14,Q,qualified,1400000
R0001838,2007-04-30,U,unqualified,570910
R0001838,2015-01-29,U,unqualified,665000
R0001840,2007-04-02,Q,qualified,930000
R0001845,1989-12-14,Q,qualified,156000
R0001845,1991-08-28,Q,qualified,180000
R0001845,1995-06-13,Q,qualified,332500
R0001845,2004-08-04,U,unqualified,600000
R0001847,1973-11-26,Q,qualified,46500
R0001847,2010-02-24,U,unqualified,750000
R0001847,2013-02-20,Q,qualified,715000
R0001854,1975-10-01,U,unqualified,5800
R0001854,1984-11-23,U,unqualified,124000
R0001854,1999-10-06,U,unqualified,525000
R0001865,1997-08-19,U,unqualified,395000
R0001865,1999-11-24,Q,qualified,775000
R0001865,2006-06-05,U,unqualified,2025000
R0001865,2018-04-19,U,unqualified,2850000
R0001867,1986-11-13,U,unqualified,196000
R0001867,1988-06-13,U,unqualified,257500
R0001867,1992-08-17,U,unqualified,425000
R0001869,1986-01-16,U,unqualified,103400
R0001869,1996-05-15,U,unqualified,7000
R0001869,2001-05-16,Q,qualified,399900
R0001872,1991-07-17,Q,qualified,215000
R0001872,1993-05-18,Q,qualified,262000
R0001872,1993-11-18,Q,qualified,283000
R0001872,1995-10-30,Q,qualified,305000
R0001872,2004-10-06,Q,qualified,446000
R0001877,2017-10-30,Q,qualified,681000
R0001878,1987-07-02,Q,qualified,112000
R0001878,1997-06-05,Q,qualified,380000
R0001878,2003-07-08,U,unqualified,575000
R0001878,2008-04-08,Q,qualified,767700
R0001878,2011-06-24,Q,qualified,625000
R0001878,2013-07-22,Q,qualified,625000
R0001880,1981-10-30,Q,qualified,122000
R0001880,1994-12-16,Q,qualified,227500
R0001880,2019-07-16,Q,qualified,845000
R0001881,1981-07-14,Q,qualified,162500
R0001881,1985-07-26,Q,qualified,172500
R0001881,2016-03-07,Q,qualified,1625000
R0001895,1982-06-01,Q,qualified,74500
R0001895,2003-01-06,U,unqualified,425000
R0001896,1987-04-21,U,unqualified,92000
R0001896,1991-05-09,U,unqualified,32000
R0001896,1992-10-29,Q,qualified,210000
R0001896,1994-07-29,Q,qualified,299900
R0001896,2005-04-08,U,unqualified,564000
R0001896,2007-02-28,Q,qualified,655000
R0001901,1980-09-09,U,unqualified,269900
R0001901,1989-06-16,U,unqualified,350000
R0001901,2000-02-01,U,unqualified,1100000
R0001901,2010-12-10,U,unqualified,2290000
R0001907,1984-05-09,Q,qualified,85000
R0001907,1989-08-25,Q,qualified,115000
R0001907,1994-04-18,Q,qualified,207000
R0001907,2013-07-31,Q,qualified,688000
R0001907,2014-09-02,U,unqualified,745000
R0001907,2020-10-27,Q,qualified,942000
R0001910,1984-11-05,Q,qualified,180000
R0001910,1997-06-30,Q,qualified,543000
R0001910,2022-02-10,Q,qualified,2700000
R0001913,1987-11-27,Q,qualified,115500
R0001913,1996-02-01,U,unqualified,227900
R0001913,1997-06-06,U,unqualified,235000
R0001913,2005-03-17,U,unqualified,564900
R0001914,1985-09-23,U,unqualified,155000
R0001914,1987-06-09,U,unqualified,198000
R0001914,1990-04-05,U,unqualified,210000
R0001915,1975-12-12,Q,qualified,39600
R0001915,1992-12-15,U,unqualified,196000
R0001915,2015-12-29,Q,qualified,1165000
R0001921,1981-08-05,Q,qualified,140000
R0001921,1981-08-05,Q,qualified,145900
R0001921,1990-12-05,Q,qualified,180000
R0001921,1993-09-15,U,unqualified,625000
R0001923,1986-11-25,U,unqualified,122300
R0001923,2012-01-20,U,unqualified,1100000
R0001923,2021-10-13,Q,qualified,2386600
R0001924,1993-05-05,U,unqualified,155000
R0001924,1999-03-04,U,unqualified,299000
R0001924,2001-04-04,U,unqualified,440000
R0001924,2003-01-28,U,unqualified,455000
R0001924,2007-08-24,Q,qualified,660000
R0001926,1989-06-02,Q,qualified,147000
R0001926,2004-01-20,U,unqualified,510000
R0001926,2006-11-28,U,unqualified,755000
R0001926,2012-06-28,U,unqualified,607500
R0001929,1977-08-22,U,unqualified,110000
R0001929,1988-09-15,U,unqualified,210000
R0001929,1997-07-30,U,unqualified,430000
R0001931,1978-10-11,Q,qualified,65000
R0001931,1991-05-28,Q,qualified,91000
R0001931,1991-05-28,U,unqualified,87000
R0001931,1991-10-01,Q,qualified,102700
R0001931,2003-06-10,Q,qualified,375000
R0001931,2024-06-19,Q,qualified,1000000
R0001936,1976-03-18,U,unqualified,35000
R0001936,1977-08-19,Q,qualified,69000
R0001936,2012-01-31,U,unqualified,420000
R0001936,2013-04-08,Q,qualified,1065900
R0001936,2021-02-09,Q,qualified,1385000
R0001947,1990-10-12,Q,qualified,270000
R0001954,1999-07-27,Q,qualified,475000
R0001958,1986-12-30,Q,qualified,105000
R0001960,1975-03-31,Q,qualified,33000
R0001960,1979-02-07,Q,qualified,67400
R0001960,1983-02-17,U,unqualified,15000
R0001962,1998-07-13,U,unqualified,190000
R0001962,2022-10-07,Q,qualified,1239000
R0001963,2009-08-14,Q,qualified,310000
R0001963,2021-06-29,U,unqualified,620000
R0001963,2021-09-13,Q,qualified,836600
R0001964,2018-09-12,Q,qualified,815000
R0001964,2021-07-02,Q,qualified,882500
R0001965,1983-12-08,U,unqualified,84000
R0001965,1989-10-31,U,unqualified,99000
R0001965,2004-08-31,U,unqualified,375000
R0001965,2005-10-17,U,unqualified,440000
R0001965,2010-04-30,Q,qualified,1150000
R0001965,2019-02-12,U,unqualified,1750000
R0001965,2021-02-16,U,unqualified,1750000
R0001972,1974-07-05,Q,qualified,32000
R0001972,1985-01-29,U,unqualified,38600
R0001972,1993-09-30,U,unqualified,235000
R0001972,1994-01-20,U,unqualified,263000
R0001972,2015-06-29,U,unqualified,1487000
R0001977,1985-08-30,U,unqualified,185000
R0001977,1988-08-05,U,unqualified,295000
R0001977,1994-08-26,Q,qualified,610000
R0001977,2014-05-19,Q,qualified,2500000
R0001978,1985-02-26,Q,qualified,140000
R0001980,1991-10-07,U,unqualified,124900
R0001980,1993-07-26,Q,qualified,164500
R0001980,1996-08-27,Q,qualified,184800
R0001980,1998-09-22,Q,qualified,219000
R0001980,2003-06-12,Q,qualified,353000
R0001980,2006-09-18,Q,qualified,395000
R0001980,2013-03-04,Q,qualified,415000
R0001981,2020-01-24,Q,qualified,925000
R0001984,1973-06-21,U,unqualified,52500
R0001984,2007-06-01,U,unqualified,640000
R0001984,2008-08-13,Q,qualified,2311900
R0001984,2013-11-04,Q,qualified,2875000
R0001984,2023-10-16,Q,qualified,3760000
R0001985,2007-07-02,U,unqualified,467000
R0001985,2012-07-26,Q,qualified,1250000
R0001986,1977-03-24,Q,qualified,59900
R0001986,2002-09-06,U,unqualified,664000
R0001986,2013-07-11,U,unqualified,2050000
R0001986,2023-02-13,Q,qualified,4450000
R0001987,1972-09-07,Q,qualified,39900
R0001987,1981-09-14,Q,qualified,98800
R0001987,1987-06-26,Q,qualified,125000
R0001988,1977-09-30,U,unqualified,12000
R0001988,2013-04-26,Q,qualified,725000
R0001993,1984-06-29,U,unqualified,115100
R0001993,1992-11-13,U,unqualified,229500
R0001993,1998-10-13,Q,qualified,406000
R0001993,2000-07-10,Q,qualified,575000
R0001993,2005-06-30,Q,qualified,680000
R0001993,2010-04-29,Q,qualified,700000
R0001994,1973-07-24,Q,qualified,32200
R0001994,1980-11-03,U,unqualified,22200
R0001998,1988-06-07,Q,qualified,155500
R0001998,1998-10-05,Q,qualified,400000
R0001998,2006-01-17,Q,qualified,960000
R0001998,2016-04-25,Q,qualified,1599000
R0001999,2005-07-22,U,unqualified,525000
R0002001,2017-02-28,Q,qualified,846000
R0002007,1972-08-15,Q,qualified,44000
R0002007,1983-09-02,Q,qualified,150000
R0002010,1980-12-04,Q,qualified,165000
R0002011,1971-06-10,Q,qualified,23000
R0002011,1984-03-15,Q,qualified,90800
R0002011,1991-10-28,Q,qualified,171600
R0002011,2008-01-31,Q,qualified,539000
R0002011,2017-03-03,U,unqualified,840000
R0002011,2023-03-10,Q,qualified,1340000
R0002013,1985-08-26,U,unqualified,95000
R0002013,1986-02-27,Q,qualified,100000
R0002013,1990-08-02,Q,qualified,103000
R0002017,1978-07-05,U,unqualified,20000
R0002017,1994-01-06,U,unqualified,73600
R0002018,1977-02-09,Q,qualified,47000
R0002018,1978-11-28,Q,qualified,57000
R0002018,1995-08-22,Q,qualified,157000
R0002019,1988-07-26,U,unqualified,151400
R0002019,1992-07-06,Q,qualified,259500
R0002019,1998-09-29,Q,qualified,420000
R0002019,2003-05-29,U,unqualified,620000
R0002019,2021-06-25,Q,qualified,1535000
R0002022,1986-12-31,U,unqualified,57600
R0002022,1995-05-02,Q,qualified,305000
R0002024,1984-04-06,Q,qualified,125000
R0002024,1998-03-13,Q,qualified,250000
R0002028,1983-07-07,Q,qualified,70000
R0002028,1988-03-23,U,unqualified,93000
R0002028,1989-08-21,U,unqualified,105000
R0002028,2008-07-08,Q,qualified,990000
R0002033,1979-10-03,Q,qualified,83000
R0002033,1993-04-12,Q,qualified,215000
R0002033,2009-07-31,Q,qualified,750000
R0002034,1976-01-30,Q,qualified,46000
R0002034,1976-11-12,U,unqualified,87500
R0002034,1980-03-11,Q,qualified,155000
R0002034,2008-05-02,Q,qualified,720000
R0002034,2011-07-12,Q,qualified,665000
R0002035,1999-03-18,U,unqualified,350000
R0002035,1999-11-19,Q,qualified,763000
R0002044,1977-08-18,Q,qualified,185000
R0002047,1979-10-30,Q,qualified,175000
R0002047,1999-05-19,Q,qualified,399000
R0002047,1999-08-06,Q,qualified,475000
R0002047,2008-12-17,U,unqualified,950000
R0002048,1987-09-04,U,unqualified,288700
R0002048,1998-06-30,U,unqualified,755000
R0002050,1994-01-05,Q,qualified,225000
R0002051,1969-06-27,Q,qualified,9000
R0002051,2006-11-15,U,unqualified,1500000
R0002051,2011-12-05,U,unqualified,700000
R0002051,2020-10-14,Q,qualified,5995000
R0002051,2021-04-15,Q,qualified,6400000
R0002051,2022-12-05,U,unqualified,7500000
R0002054,1983-05-31,Q,qualified,135000
R0002054,1994-08-24,Q,qualified,295000
R0002054,2004-04-30,Q,qualified,555000
R0002054,2012-03-28,Q,qualified,600000
R0002057,1993-07-21,U,unqualified,342500
R0002059,1973-11-16,Q,qualified,62500
R0002059,1988-06-03,U,unqualified,234300
R0002059,1990-08-13,Q,qualified,425000
R0002059,1994-03-17,Q,qualified,590000
R0002059,2006-08-17,U,unqualified,2075000
R0002060,1978-01-20,Q,qualified,78000
R0002060,1999-07-08,Q,qualified,602200
R0002064,1981-06-16,U,unqualified,113000
R0002064,1983-08-10,U,unqualified,135000
R0002064,2006-08-18,Q,qualified,775000
R0002065,2000-05-05,U,unqualified,435000
R0002065,2023-04-28,Q,qualified,3000000
R0002068,2022-05-17,U,unqualified,1650000
R0002069,1977-02-02,Q,qualified,70000
R0002076,1992-05-04,Q,qualified,248500
R0002076,2013-12-18,U,unqualified,845000
R0002077,1976-04-07,Q,qualified,39500
R0002077,1999-09-24,Q,qualified,265000
R0002079,1973-08-13,Q,qualified,57000
R0002079,2000-02-28,U,unqualified,900000
R0002079,2018-01-26,Q,qualified,4140000
R0002079,2019-12-18,Q,qualified,2963150
R0002087,1967-11-08,U,unqualified,31500
R0002091,2007-07-31,Q,qualified,340000
R0002091,2013-06-07,Q,qualified,418000
R0002091,2019-09-23,Q,qualified,655000
R0002092,1975-09-23,Q,qualified,47000
R0002092,1978-09-06,Q,qualified,74000
R0002092,1998-06-05,U,unqualified,190000
R0002092,1999-06-07,U,unqualified,260000
R0002092,2004-04-06,Q,qualified,907000
R0002092,2012-06-13,U,unqualified,1000000
R0002093,1985-02-28,Q,qualified,185000
R0002093,1987-08-04,Q,qualified,155000
R0002099,1979-06-08,Q,qualified,78500
R0002099,1999-02-18,U,unqualified,230000
R0002099,1999-02-18,U,unqualified,230000
R0002103,1999-08-19,U,unqualified,28200
R0002103,2001-12-28,U,unqualified,253400
R0002105,1975-05-22,U,unqualified,31800
R0002105,2005-10-17,Q,qualified,455000
R0002105,2021-08-27,Q,qualified,1090000
R0002111,2004-10-04,U,unqualified,615000
R0002114,1976-07-01,Q,qualified,70000
R0002116,2014-04-03,U,unqualified,875000
R0002116,2016-05-26,Q,qualified,1450000
R0002121,2020-06-03,Q,qualified,699000
R0002126,1979-07-10,Q,qualified,90000
R0002126,1988-11-28,Q,qualified,130000
R0002126,1988-11-28,Q,qualified,130000
R0002126,1992-08-03,Q,qualified,185000
R0002134,1995-05-08,Q,qualified,340000
R0002140,1987-12-02,U,unqualified,205000
R0002140,1993-04-02,U,unqualified,340000
R0002140,1997-05-16,U,unqualified,475000
R0002140,2000-05-22,Q,qualified,825000
R0002140,2003-07-21,U,unqualified,1037500
R0002140,2003-07-22,U,unqualified,814900
R0002140,2003-08-08,U,unqualified,415000
R0002140,2007-05-21,U,unqualified,1040500
R0002143,1973-04-18,U,unqualified,25000
R0002143,1981-08-20,U,unqualified,82000
R0002143,1984-04-30,U,unqualified,107500
R0002143,2006-02-07,U,unqualified,340000
R0002143,2008-01-17,Q,qualified,720000
R0002143,2009-09-16,Q,qualified,738500
R0002143,2010-07-30,Q,qualified,746500
R0002143,2012-05-25,Q,qualified,779000
R0002143,2020-12-31,Q,qualified,1200000
R0002145,1998-02-23,U,unqualified,155000
R0002146,2004-04-13,U,unqualified,293000
R0002146,2022-07-08,Q,qualified,875000
R0002150,2014-08-15,U,unqualified,426300
R0002150,2015-03-13,Q,qualified,807900
R0002159,1988-04-04,Q,qualified,51500
R0002159,1992-08-06,Q,qualified,55500
R0002159,1994-07-01,Q,qualified,99000
R0002162,1988-06-01,U,unqualified,148000
R0002162,1991-04-19,U,unqualified,212000
R0002169,2013-02-19,Q,qualified,688500
R0002169,2013-12-10,Q,qualified,688500
R0002171,1988-07-28,U,unqualified,24000
R0002171,1990-09-05,U,unqualified,126500
R0002171,2005-05-16,U,unqualified,710000
R0002171,2012-10-29,Q,qualified,815000
R0002176,1971-08-10,Q,qualified,20000
R0002180,1985-08-13,U,unqualified,75000
R0002180,1987-05-14,U,unqualified,81500
R0002181,1980-01-09,U,unqualified,40000
R0002182,1972-11-10,U,unqualified,40500
R0002182,2015-04-15,U,unqualified,1400000
R0002191,1975-06-13,U,unqualified,37500
R0002195,1971-09-16,U,unqualified,32500
R0002195,2000-04-18,Q,qualified,637000
R0002195,2012-06-28,Q,qualified,1365000
R0002195,2018-08-29,Q,qualified,2335000
R0002195,2019-09-26,Q,qualified,2450000
R0002199,1995-09-20,Q,qualified,240000
R0002199,1998-10-23,Q,qualified,320000
R0002202,1971-04-07,Q,qualified,29900
R0002202,1993-09-14,Q,qualified,195000
R0002202,2003-03-31,U,unqualified,503000
R0002202,2006-06-30,Q,qualified,1331000
R0002202,2011-07-01,Q,qualified,1210000
R0002206,1999-03-30,U,unqualified,71000
R0002206,1999-03-31,Q,qualified,380000
R0002213,1976-03-15,U,unqualified,30000
R0002213,1976-11-16,U,unqualified,36000
R0002213,2012-09-19,Q,qualified,650000
R0002214,1987-10-28,U,unqualified,176300
R0002214,2008-02-29,U,unqualified,950000
R0002214,2009-03-27,Q,qualified,1400000
R0002214,2012-07-25,Q,qualified,1665000
R0002214,2014-09-10,Q,qualified,1650000
R0002215,1991-05-07,Q,qualified,131500
R0002215,1997-10-01,Q,qualified,197100
R0002215,1998-10-15,Q,qualified,252000
R0002215,2010-03-08,Q,qualified,468100
R0002215,2024-05-03,Q,qualified,881000
R0002217,1989-12-26,U,unqualified,206700
R0002217,1992-04-03,U,unqualified,232000
R0002217,2001-06-18,U,unqualified,82500
R0002217,2021-05-19,Q,qualified,1557000
R0002219,1975-03-05,U,unqualified,30000
R0002219,1976-09-16,Q,qualified,49000
R0002219,1978-06-13,Q,qualified,87500
R0002219,1991-07-19,Q,qualified,122000
R0002219,2020-01-24,Q,qualified,917000
R0002223,2000-11-17,U,unqualified,635000
R0002223,2000-11-17,P,pending qualification,635000
R0002223,2020-08-03,U,unqualified,7000000
R0002223,2023-01-13,Q,qualified,13000000
R0002224,1999-09-24,U,unqualified,470000
R0002224,2015-10-30,U,unqualified,1400000
R0002224,2017-01-31,Q,qualified,2050000
R0002224,2021-07-20,Q,qualified,2500000
R0002225,1982-11-24,U,unqualified,150000
R0002225,1985-07-25,U,unqualified,180000
R0002225,1999-08-18,Q,qualified,680000
R0002225,2010-01-06,Q,qualified,980000
R0002225,2013-02-28,Q,qualified,1050000
R0002226,1979-05-10,Q,qualified,90000
R0002226,1983-06-03,Q,qualified,100000
R0002228,1994-06-30,U,unqualified,60000
R0002228,1999-08-05,U,unqualified,425000
R0002230,2012-04-20,Q,qualified,600000
R0002240,1975-09-18,Q,qualified,58500
R0002240,2001-03-19,Q,qualified,510000
R0002240,2022-05-31,Q,qualified,2150000
R0002243,1999-01-06,Q,qualified,190000
R0002243,2002-07-15,Q,qualified,339000
R0002243,2006-05-30,Q,qualified,410000
R0002243,2017-07-27,Q,qualified,656100
R0002243,2019-04-30,U,unqualified,746000
R0002249,1996-08-14,Q,qualified,305000
R0002249,2003-02-28,Q,qualified,563800
R0002249,2005-01-14,Q,qualified,875000
R0002249,2015-05-26,Q,qualified,1335000
R0002250,1997-12-08,Q,qualified,190000
R0002250,2002-05-15,U,unqualified,319000
R0002251,2003-07-25,U,unqualified,725000
R0002251,2006-10-05,Q,qualified,1925000
R0002251,2019-03-11,Q,qualified,3600000
R0002253,1994-08-17,U,unqualified,142500
R0002255,1973-07-26,U,unqualified,27500
R0002255,1989-09-06,Q,qualified,150000
R0002262,1976-02-20,U,unqualified,71000
R0002262,1981-03-20,Q,qualified,225000
R0002262,1984-08-21,U,unqualified,270000
R0002262,1990-09-28,U,unqualified,306500
R0002264,1987-05-15,U,unqualified,145000
R0002264,2005-02-14,U,unqualified,827500
R0002264,2014-01-15,Q,qualified,2250000
R0002264,2017-05-18,Q,qualified,3100000
R0002265,1976-06-29,Q,qualified,81100
R0002265,2005-04-26,Q,qualified,800000
R0002266,1984-03-15,Q,qualified,125000
R0002266,1988-11-09,Q,qualified,162500
R0002271,1990-04-23,U,unqualified,93000
R0002273,1970-03-10,Q,qualified,21700
